priority,category_type,issue,idx,date,amount,merchant,receipt_total,receipt_merchant,receipt_date,ai_confidence,review_status,receipt_url,notes
OK,VERIFIED_MATCH,PERFECT MATCH,79,2024-08-08,$38.03,PMC - PAID PARKING,38.03,PMC,,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-08_38_03_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,80,2024-08-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-08-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-08-08_13_13_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,77,2024-08-06,$84.20,TST*HOMEGROWN TAPROOM &AMP;,84.20,Homegrown Taproom & Kitchen,2024-06-24,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthomegrown_taproom_amp_2024-08-06_84_2.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,802,2024-08-06,$21.00,METROPOLIS PARKING,21.00,metropolis,2024-08-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-06_21_00.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,816,2024-08-06,$21.00,METROPOLIS PARKING,21.00,metropolis,2024-08-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-06_21_0.jpg,
OK,LIKELY_MATCH,Close match: $18.10 vs $16.84 (diff: $1.26),76,2024-08-06,$18.10,SH NASHVILLE - OTHER,16.84,soho house nashville,2024-10-16,100%,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-06_18_1.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,70,2024-08-05,$21.00,METROPOLIS PARKING,21.00,metropolis,2024-08-06,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-05_21_0.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),72,2024-08-05,$38.78,SH NASHVILLE - OTHER,38.78,Soho House Nashville,2024-08-05,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_38_78.jpg,"Expense Note: On August 5, 2024, a charge of $38.78 was incurred at Soho House Nashville, likely for a meal or meeting involving Brian Kaplan, Joel Bergvall, and Andrew Cohen. This expense is relevant"
OK,LIKELY_MATCH,Good match (conf: 85%),73,2024-08-05,$58.16,SH NASHVILLE - OTHER,58.16,Soho House Nashville,2024-08-05,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_58_16.jpg,$58.16 at SH NASHVILLE - OTHER on 2024-08-05 · categorized as Down Home
OK,LIKELY_MATCH,Good match (conf: 85%),74,2024-08-05,$53.98,SH NASHVILLE F&AMP;B,53.98,Soho House Nashville,2024-08-04,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-05_53_98.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,68,2024-08-03,$251.33,APPLE.COM/BILL,251.33,Apple Store,2024-08-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-03_251_33_3.jpg,"On August 3, 2024, a charge of $251.33 from APPLE.COM/BILL represents subscription services or app purchases essential for enhancing Down Home's operational efficiency and digital presence. This inves"
OK,LIKELY_MATCH,Good match (conf: 80%),66,2024-08-02,$39.52,TST*NADEENS HERMITAGE HA,39.52,TST*NADEENS HERMITAGE HA,2024-08-02,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstnadeens_hermitage_ha_2024-08-02_39_52.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,62,2024-08-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2024-08-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-08-01_19_76_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,63,2024-08-01,$15.99,METROPOLIS PARKING,15.99,Metropolis,2024-08-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-01_15_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,64,2024-08-01,$22.28,SH NASHVILLE F&AMP;B,22.28,Soho House Nashville,2024-08-01,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-01_22_28.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,61,2024-07-31,$23.14,APPLE.COM/BILL,23.14,App Store,2024-07-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-31_23_14_3.png,No receipt needed (auto-marked)
OK,VERIFIED_MATCH,PERFECT MATCH,59,2024-07-30,$15.99,METROPOLIS PARKING,15.99,metropolis,2024-07-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-30_15_99_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 75%),60,2024-07-30,$24.91,SH NASHVILLE - OTHER,24.91,Soho House Nashville,2024-07-30,75%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-30_24_91.jpg,Lunch at Soho House Nashville with Brian Kaplan for Down Home film/TV strategy and industry networking; expense is a best-guess match to the transaction.
OK,LIKELY_MATCH,Good match (conf: 85%),58,2024-07-29,$8.00,PARKING MANAGEMENT CO.,8.00,1201 Garage,2024-07-29,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_management_co_2024-07-29_8_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,57,2024-07-28,$11.00,CARTA NORTH GARAGE,11.00,FLASH CARTA North,2024-07-28,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/carta_north_garage_2024-07-28_11_00.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,56,2024-07-27,$40.33,APPLE.COM/BILL,40.33,Apple.com Services,2024-07-27,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-27_40_33.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,53,2024-07-26,$19.99,IMDBPRO,19.99,"IMDb.com, Inc.",2024-10-26,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-07-26_19_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,54,2024-07-26,$8.85,PARK HAPPY LLC,8.85,Park Happy,2024-07-26,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-26_8_85.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),55,2024-07-26,$9.05,SH NASHVILLE - OTHER,9.05,Soho House Nashville,2024-07-26,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-26_9_05.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,50,2024-07-25,$8.85,PARK HAPPY LLC,8.85,Park Happy LLC,2024-07-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-25_8_85.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,51,2024-07-25,$9.29,PMC - PAID PARKING,9.29,PMC - PAID PARKING,2024-07-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-25_9_29.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,52,2024-07-25,$50.00,ROSTR PRO,50.00,"ROSTR, Inc",2024-07-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-07-25_50_0.jpeg,
OK,LIKELY_MATCH,Good match (conf: 80%),48,2024-07-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Claude Pro,2024-07-23,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-07-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,44,2024-07-22,$54.86,APPLE.COM/BILL,54.86,APPLE.COM/BILL,2024-07-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-22_54_86.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),42,2024-07-19,$1487.80,AUDREY - SEAN BROCK GROU,1487.80,Audrey & June,2024-07-18,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/audrey_sean_brock_grou_2024-07-19_1487_8.jpg,Dinner with Down Home and Large Group for Project Betty
OK,VERIFIED_MATCH,PERFECT MATCH,35,2024-07-17,$17.55,APPLE.COM/BILL,17.55,App Store,2024-07-14,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-17_17_55_3.jpg,No receipt needed (auto-marked)
OK,VERIFIED_MATCH,PERFECT MATCH,37,2024-07-17,$94.22,DD *DOORDASH KALAMATAS,94.22,Kalamata's,2024-07-16,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_kalamatas_2024-07-17_94_22.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,38,2024-07-17,$5.00,LAZ PARKING M32810,5.10,metropolis parking,2024-09-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32810_2024-07-17_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,39,2024-07-17,$11.32,METROPOLIS PARKING,11.32,Metropolis Parking,2024-07-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_11_32_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,40,2024-07-17,$4.49,METROPOLIS PARKING,4.49,metropolis,2024-07-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_4_49_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,41,2024-07-17,$7.55,METROPOLIS PARKING,7.55,Metropolis Parking,2024-07-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_7_55.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),29,2024-07-14,$5.00,CLOUDFLARE,5.00,Cloudflare,,85%,GOOD,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-07-14_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,801,2024-07-12,$9.29,PMC - PAID PARKING,9.29,Vertis Commercial Garage,2024-07-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-12_9_29.png,
OK,LIKELY_MATCH,Good match (conf: 80%),815,2024-07-12,$9.29,PMC - PAID PARKING,9.29,Vertis Commercial Garage,2024-07-25,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-12_9_29_2.png,
OK,VERIFIED_MATCH,PERFECT MATCH,27,2024-07-10,$10.98,MIDJOURNEY INC.,10.98,Midjourney Inc,2024-07-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-07-10_10_98_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,25,2024-07-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2024-07-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-07-08_10_0.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),26,2024-07-08,$13.13,SPOTIFY USA,13.13,Spotify,,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-07-08_13_13_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,22,2024-07-05,$21.94,APPLE.COM/BILL,21.94,Apple,2024-07-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-05_21_94_3.jpg,No receipt needed (auto-marked)
OK,VERIFIED_MATCH,PERFECT MATCH,18,2024-07-02,$24.56,SLIM &AMP; HUSKIES,24.56,Slim & Husky's,2024-07-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/slim_amp_huskies_2024-07-02_24_56.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,19,2024-07-02,$39.56,UBER TRIP,39.56,Uber,2024-07-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-07-02_39_56_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,17,2024-07-02,$103.99,LYFT *RIDE TUE 4AM,103.99,Lyft,2024-07-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lyft_ride_tue_4am_2024-07-02_103_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,12,2024-07-01,$140.00,CHARTMETRIC,140.00,"Chartmetric, Inc.",2024-06-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-07-01_140_0.jpg,Music and Social Media Data and Charts for Industry Knowledge and talent
OK,VERIFIED_MATCH,PERFECT MATCH,13,2024-07-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2024-07-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-07-01_19_76_3.jpg,Expensify - Expense Software Monthly
OK,VERIFIED_MATCH,PERFECT MATCH,14,2024-07-01,$189.50,LULUS LANDING INC,189.50,Lulu's,2024-07-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lulus_landing_inc_2024-07-01_189_5.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,15,2024-07-01,$20.66,TST* PYRAMIDS CAFE - AIRP,20.66,Pyramids Cafe - Airport,2024-06-30,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-07-01_20_66_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,16,2024-07-01,$81.66,UBER TRIP,81.66,Uber,2024-06-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-07-01_81_66.png,
LOW,LIKELY_MATCH,Tip likely: Bank $75.56 vs Receipt $62.56 (+$13.00),757,2025-07-21,$75.56,TST*LEMONGRASS SUSHI AND,62.56,Lemongrass Sushi and Thai,2025-07-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlemongrass_sushi_and_2025-07-21_75_56_3.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),671,2025-04-30,$7.79,SH NASHVILLE - OTHER,7.79,Soho House Nashville,2025-04-30,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_7_79.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),666,2025-04-29,$20.00,CURSOR USAGE MID APR,20.00,Cursor,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_apr_2025-04-29_20_00.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),624,2025-04-10,$32.44,SH NASHVILLE - OTHER,32.44,Soho House Nashville,,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-10_32_44.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),612,2025-04-04,$33.74,SH NASHVILLE - OTHER,33.31,Soho House Nashville,2023-09-20,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-04_33_74.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),594,2025-03-28,$20.00,CURSOR USAGE MID MAR,20.00,Cursor,,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_mar_2025-03-28_20_0.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (30%),578,2025-03-20,$20.00,CURSOR USAGE MID MAR,20.20,cursor usage mid mar,2025-03-20,30%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_mar_2025-03-20_20_0.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),535,2025-02-20,$7.79,SH NASHVILLE - OTHER,7.79,atha Mnuae,2025-02-20,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-20_7_79.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (50%),508,2025-02-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-09-08,50%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-02-08_13_13_3.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (70%),499,2025-02-05,$65.86,SH NASHVILLE F&AMP;B,65.86,Sohb House,,70%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-05_65_86.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),484,2025-01-22,$52.99,SH NASHVILLE - OTHER,52.99,Soho House Nashville,,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_52_99.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),480,2025-01-21,$45.24,SH NASHVILLE - OTHER,45.24,Soho House Nashville,2025-01-21,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_45_24.PNG,
LOW,LIKELY_MATCH,Tip likely: Bank $23.21 vs Receipt $20.00 (+$3.21),463,2025-01-09,$23.21,PMC - PAID PARKING,20.00,stoppingby,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-09_23_21.png,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),461,2025-01-08,$24.56,TST*DICEYS TAVERN - NAS,24.56,Dicey's Pizza & Tavern - Chicago,2025-01-08,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstdiceys_tavern_nas_2025-01-08_24_56.png,Meal expense at Diceys Tavern with Brian and colleagues to discuss film and TV projects.
LOW,LIKELY_MATCH,Tip likely: Bank $155.60 vs Receipt $135.60 (+$20.00),450,2025-01-05,$155.60,THE GOAT MOUNT JULIET,135.60,THE GOAT MOUNT JULIET,2025-01-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_goat_mount_juliet_2025-01-05_155_6.jpg,
LOW,LIKELY_MATCH,Tip likely: Bank $123.17 vs Receipt $101.51 (+$21.66),368,2024-11-29,$123.17,GOLDEN NUGGET HOTEL LV,101.51,golden nugget hotel lv 2024 11 29 1015151515,2024-11-29,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-11-29_123_17.png,
LOW,LIKELY_MATCH,Tip likely: Bank $29.40 vs Receipt $26.15 (+$3.25),341,2024-11-15,$29.40,METROPOLIS PARKING,26.15,metropolis parking,2025-02-26,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-15_29_4.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (70%),289,2024-10-16,$37.48,SH NASHVILLE - OTHER,37.48,Soho House Nashville,2024-10-16,70%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_37_48.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),277,2024-10-11,$23.27,SH NASHVILLE - OTHER,23.27,Soho House Nashville,,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_23_27.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),269,2024-10-08,$83.92,CORNER PUB,83.92,S7.00,2024-10-08,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-08_83_92.heic,
LOW,LIKELY_MATCH,Tip likely: Bank $10.00 vs Receipt $7.50 (+$2.50),255,2024-10-02,$10.00,IM-ADA.AI,7.50,imadaai,2024-11-07,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-02_10_0.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),250,2024-09-30,$50.00,IM-ADA.AI,50.00,Ada AI,2024-10-25,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-30_50_0.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),811,2024-09-28,$25.00,IM-ADA.AI,25.00,Ada AI,2024-11-03,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_2.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (30%),232,2024-09-19,$11.63,SH NASHVILLE - OTHER,11.63,Soho House Nashville,2024-09-19,30%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_11_63.jpg,
LOW,LIKELY_MATCH,Tip likely: Bank $41.98 vs Receipt $39.76 (+$2.22),211,2024-09-12,$41.98,UBER *TRIP,39.76,Uber,2024-09-14,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_41_98.png,
LOW,LIKELY_MATCH,Tip likely: Bank $43.50 vs Receipt $36.50 (+$7.00),198,2024-09-10,$43.50,BINION'S BARS,36.50,Front Bar Binions Gambling Hall & Hotel,2024-09-10,70%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/binions_bars_2024-09-10_43_5.jpg,
LOW,LIKELY_MATCH,Tip likely: Bank $59.16 vs Receipt $49.16 (+$10.00),165,2024-09-04,$59.16,12 SOUTH TAPROOM &AMP; GRILL,49.16,12 South Taproom,2024-09-04,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-09-04_59_16.jpg,
LOW,LIKELY_MATCH,Tip likely: Bank $45.15 vs Receipt $37.15 (+$8.00),167,2024-09-04,$45.15,CORNER PUB,37.15,Corner Pub Green Hills,2024-09-04,75%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_45_15.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),129,2024-08-23,$9.05,SH NASHVILLE - OTHER,9.05,soho house nashville,2024-08-05,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-23_9_05.png,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),111,2024-08-19,$31.02,SH NASHVILLE - OTHER,31.02,Soho House Nashville,,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_31_02.PNG,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),75,2024-08-06,$82.32,DISCO,82.32,DISCO,2024-08-06,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.56.42 PM.png,
LOW,LIKELY_MATCH,Amount matches but low confidence (70%),71,2024-08-05,$9.05,SH NASHVILLE - OTHER,9.05,Soho House Nashville,2024-08-05,70%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_9_05.png,
LOW,LIKELY_MATCH,Tip likely: Bank $43.60 vs Receipt $36.60 (+$7.00),49,2024-07-25,$43.60,CHAR GREEN HILLS,36.60,Char-Nashville,2024-07-25,70%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-07-25_43_6.jpg,
LOW,LIKELY_MATCH,Amount close but check: $8.15 vs $8.85,46,2024-07-22,$8.15,PARK HAPPY LLC,8.85,PARK HAPPY LLC,2024-07-22,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.00.52 AM.png,Parking for Meeting
LOW,LIKELY_MATCH,Amount matches but low confidence (70%),32,2024-07-15,$12.62,CLEAR *CLEARME.COM,12.62,CLEAR,2024-07-04,70%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-07-15_12_62.png,Annual Clear Membership for Travel
LOW,LIKELY_MATCH,Tip likely: Bank $168.87 vs Receipt $140.87 (+$28.00),31,2024-07-14,$168.87,TST* IL FORNO PIZZERIA,140.87,il Forno Pizzeria,2024-07-14,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_il_forno_pizzeria_2024-07-14_168_87_3.jpg,
LOW,LIKELY_MATCH,Amount matches but low confidence (0%),24,2024-07-06,$82.32,DISCO,82.32,DISCO,2024-07-06,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.55.22 PM.png,
MEDIUM,MISSING_DATA,No receipt total extracted,831,2025-10-28,$5.00,railway corporation,,,,,accepted,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/receipt_19a28cbc06ea_att0.jpg,From: Your receipt from Railway Corporation #2410-1836
MEDIUM,MISSING_DATA,No receipt total extracted,684,2025-05-09,$28.45,VIRGIN HOTEL - COMMONS,,virgin hotel commons 2025 05 09 600,2025-05-09,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/virgin_hotel_commons_2025-05-09_28_45.jpg,
MEDIUM,MISSING_DATA,No receipt total extracted,591,2025-03-25,$36.72,METROPOLIS PARKING,,,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-25_36_72.jpg,
MEDIUM,MISSING_DATA,No receipt total extracted,583,2025-03-22,$46.45,TST* TWO HANDS - NASHVILL,,two hands nashvill 2025 03 22 700,2025-03-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_two_hands_nashvill_2025-03-22_46_45.jpg,
MEDIUM,MISSING_DATA,No receipt total extracted,564,2025-03-07,$20.00,CURSOR AI POWERED IDE,,cursor ai powered ide 2025 03 07 700,2025-03-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-03-07_20_0.jpg,
MEDIUM,MISSING_DATA,No receipt total extracted,562,2025-03-06,$30.92,TST* JUST LOVE COFFEE - M,,just love coffee m 2025 03 06 900,2025-03-06,,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_just_love_coffee_m_2025-03-06_30_92.jpg,
