id,date,bank_description,amount,merchant,description,status,receipt_url
1300,2025-03-06,PMC - PAID PARKING,29.63,PMC,Parking - Braintrust meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1300_pmc_paid_parking_2025-03-06_29_62.jpg
1301,2025-03-06,SH NASHVILLE - OTHER,49.31,Soho House Nashville,Soho House Nashville - Braintrust meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1301_soho_house_nashville_2025-03-06_49_31.png
1302,2025-03-06,SH NASHVILLE - OTHER,23.36,Soho House Nashville,Soho House Nashville - Coffee with Kayci Kirwan (CAA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1302_sh_nashville_other_2025_03_06__2025-03-06_6_00.jpg
1303,2025-03-06,TST* JUST LOVE COFFEE - M,30.92,JUST LOVE COFFEE CAFE,Just Love Coffee - Pre-Braintrust coffee with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1303_just_love_coffee_m_2025_03_06__2025-03-06_30_92.jpg
1307,2025-03-07,LAZ PARKING M32180-FLOWB,4.88,Nashville,Parking - Braintrust meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1307_nashville_2025-03-07_4_87.jpg
1308,2025-03-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1308_calendarbridge_2025-03-08_10_00.jpg
1309,2025-03-08,SPOTIFY USA,13.13,Spotify USA Inc.,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1309_spotify_usa_inc_2024-07-08_13_13.jpg
1310,2025-03-09,SH NASHVILLE - OTHER,112.84,Soho House Nashville,Soho House Nashville - Meeting with Jason Ross (Down Home),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1310_soho_house_nashville_2025-03-09_112_84.jpg
575,2025-03-13,UNCLE JULIO'S BRENTWOOD,55.91,UNCLE JULIO'S BRENTWOOD,Uncle Julios Brentwood - Dinner with the Steiners,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/575_uncle_julio_s_brentwood_2025-03-13_55_90.jpg
1313,2025-03-13,METROPOLIS PARKING,36.75,Metropolis,Parking - Meeting with Danny Sheridan,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1313_metropolis_2025-03-12_36_75.jpg
1314,2025-03-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1314_sourcegraph_inc_2025-03-13_9_00.jpg
1315,2025-03-14,CLOUDFLARE,10.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1315_cloudflare_2025-02-14_10_00.jpg
1320,2025-03-21,HUGGINGFACE,9.00,Hugging Face Inc,Hugging Face - AI/ML model hosting and development (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1320_hugging_face_inc_2025-03-20_9_00.jpg
1321,2025-03-21,METROPOLIS PARKING,15.99,Prima Garage,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1321_metropolis_2024-08-01_15_99.jpg
1323,2025-03-22,TST* TWO HANDS - NASHVILL,46.45,Two Hands,Two Hands Nashville - Brunch with Mandy Goenner (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1323_two_hands_nashvill_2025_03_22__2025-03-22_46_45.jpg
1327,2025-03-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1327_anthropic_pbc_2025-03-23_21_94.jpg
1328,2025-03-24,DD *DOORDASH SHIPLEYDO,26.65,Shipley Donuts,Shipleys Donuts - Breakfast while traveling to Holiday Inn,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1328_shipley_donuts_2025-03-23_26_64.jpg
148,2025-03-25,PMC - PAID PARKING,30.73,PMC,Parking - Houston trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/148_pmc_parking_2025-03-25_30_73.png
1330,2025-03-25,12 SOUTH TAPROOM & GRILL,66.83,12 South Taproom,12 South Taproom - Dinner with Mark Wallace (Music Supervisor),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1330_12_south_taproom_2025-03-25_66_82.jpg
1331,2025-03-25,METROPOLIS PARKING,36.72,Metropolis,Parking - Houston trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1331_metropolis_parking_2025-03-25_36_71.jpg
1332,2025-03-25,OBSIDIAN.MD,48.00,Obsidian,Obsidian - Note-taking and knowledge management (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1332_obsidian_2025-03-25_48_00.jpg
149,2025-03-28,ELEMENTOR.COM,299.88,Elementor,Elementor Pro - Website builder for Down Home sites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/149_elementor_com_2025-03-28_299_87.jpg
1336,2025-03-28,ENVATO *70322639,15.00,Envato/GraphicRiver,Envato Elements - Stock assets and templates (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1336_envato_graphicriver_2025-03-27_15_00.png
1338,2025-03-29,ELEMENTOR.COM,47.88,Elementor Ltd.,Elementor Pro - Website builder for Down Home sites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1338_elementor_ltd_2025-03-29_47_88.jpg
1340,2025-03-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1340_midjourney_inc_2025-03-29_32_92.jpg
1342,2025-03-31,METROPOLIS PARKING,21.00,Metropolis,Parking - Meeting with Brian Loschiavo (Riverside Entertainment),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1342_metropolis_2025-03-31_21_00.jpg
1343,2025-03-31,SH NASHVILLE F&B,36.88,Soho House Nashville,Soho House Nashville - Weekly team check-in,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1343_soho_house_nashville_2025-03-15_36_88.jpg
1344,2025-04-01,ANTHROPIC,27.44,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1344_anthropic_pbc_2025-04-01_27_44.jpg
1345,2025-04-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1345_expensify_2025-04-01_19_76.jpg
1347,2025-04-02,ANTHROPIC,109.75,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1347_anthropic_pbc_2025-04-02_109_75.jpg
1348,2025-04-02,ANTHROPIC,27.44,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1348_anthropic_pbc_2025-04-02_27_44.jpg
613,2025-04-04,SH NASHVILLE - OTHER,33.74,Soho House Nashville,Soho House Nashville - Meeting with Jay Orr (CMHOF),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/613_soho_house_nashville_2023-09-20_33_31.png
1349,2025-04-04,METROPOLIS PARKING,15.15,metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1349_metropolis_parking_2025-04-04_15_15.jpg
1350,2025-04-04,METROPOLIS PARKING,26.25,Metropolis Parking,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1350_metropolis_parking_2025-02-20_26_25.jpg
1352,2025-04-04,SH NASHVILLE - OTHER,11.68,Soho House Nashville,Soho House Nashville - Meeting with Dawn Gates (UMG),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1352_soho_house_nashville_2019-09-19_11_63.jpg
1353,2025-04-04,SH NASHVILLE - OTHER,37.63,Soho House Nashville,Soho House Nashville - Coffee with Mandy Goenner (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1353_sh_nashville_other_2025-04-04_37_63.png
1359,2025-04-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1359_calendarbridge_2025-04-08_10_00.jpg
1360,2025-04-08,SPOTIFY USA,13.13,Spotify USA,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1360_spotify_usa_2025-04-08_13_13.jpg
1361,2025-04-08,TOPAZ LABS SOFTWARE,92.19,Topaz Labs,Topaz Labs - AI photo/video enhancement (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1361_topaz_labs_2025-04-08_92_18.jpg
1362,2025-04-10,SH NASHVILLE - OTHER,32.44,Soho House Nashville,Soho House Nashville - Meeting with Jay Orr (CMHOF),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1362_soho_house_nashville_2025-04-10_32_43.png
1363,2025-04-10,TST*GREEN HILLS GRILLE,217.40,Green Hills Grille,Green Hills Grille - Lunch with Cindy Mabe (UMG),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1363_tst_green_hills_grille_2025-04-10_217_40.jpg
1365,2025-04-11,METROPOLIS PARKING,21.00,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1365_metropolis_2025-04-10_21_00.jpg
150,2025-04-12,TST*WHITE RHINO COFFEE -,11.27,White Rhino Coffee,White Rhino Coffee - Coffee with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/150_tst_white_rhino_coffee_2025-04-12_11_26.jpg
1367,2025-04-12,KIT.COM,318.28,Kit,Kit (ConvertKit) - Email marketing platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1367_kit_2025-04-12_318_27.jpg
1373,2025-04-13,DD *DOORDASH BROTHERSP,25.05,Brother's Pizza,Brothers Pizza - Lunch with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1373_brother_s_pizza_2025-04-12_25_05.jpg
1376,2025-04-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1376_sourcegraph_inc_2025-04-13_9_00.jpg
1378,2025-04-14,CLOUDFLARE,10.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1378_cloudflare_2025-04-14_10_00.jpg
1389,2025-04-22,HUGGINGFACE,9.00,Hugging Face Inc,Hugging Face - AI/ML model hosting and development (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1389_hugging_face_inc_2025-04-21_9_00.jpg
1391,2025-04-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1391_anthropic_pbc_2025-04-23_21_94.jpg
1403,2025-04-30,EVERY STUDIO,5.00,Every Studio,Every Studio - Marketing graphics and social media design (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1403_every_studio_2025-04-30_5_00.jpg
1404,2025-04-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1404_midjourney_inc_2025-04-29_32_92.jpg
1405,2025-04-30,SH NASHVILLE - OTHER,62.28,Soho House Nashville,Soho House Nashville - Budget review meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1405_soho_house_nashville_2025-04-30_62_28.jpg
1406,2025-04-30,SH NASHVILLE - OTHER,7.67,Soho House Nashville,Soho House Nashville - Meeting with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1406_soho_house_nashville_2025-04-30_6_00.png
1407,2025-04-30,SH NASHVILLE - OTHER,7.79,Soho House Nashville,Soho House Nashville - Budget review meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1407_soho_house_nashville_2025-04-30_7_79.png
1408,2025-05-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1408_expensify_2025-05-01_19_76.jpg
1409,2025-05-02,ANTHROPIC,54.90,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1409_anthropic_pbc_2025-05-02_54_89.jpg
1416,2025-05-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1416_calendarbridge_2025-05-08_10_00.jpg
1417,2025-05-08,SPOTIFY USA,13.13,Spotify,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1417_spotify_2025-05-08_13_13.jpg
4303,2025-05-08,BROADWAY BREWHOUSE,74.31,Broadway Brewhouse Downtown,Broadway Brewhouse - Meeting with Tom Lord (Red Light Management),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4303_broadway_brewhouse_2025-05-08_74_31.png
1418,2025-05-09,LAZ PARKING M32180-FLOWB,7.38,LAZ Parking,LAZ Parking - Downtown Nashville meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1418_laz_parking_m32180_flowb_2025-05-09_7_37.png
1419,2025-05-09,VIRGIN HOTEL - COMMONS,28.45,Virgin Hotel,Virgin Hotel Commons Club - Drinks with Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1419_virgin_hotel_commons_2025-05-09_28_44.png
1420,2025-05-10,VZWRLSS*PREPAID PYMNT,20.00,Verizon,Verizon Prepaid - Mobile hotspot for remote work,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1420_vzwrlss_prepaid_pymnt_2025-05-10_20_00.jpg
1422,2025-05-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1422_sourcegraph_inc_2024-11-13_9_00.jpg
1423,2025-05-13,TASKADE,120.00,Taskade,Taskade - Project management and collaboration (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1423_taskade_2025-05-12_120_00.jpg
1425,2025-05-14,CLOUDFLARE,10.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1425_cloudflare_2025-05-14_10_00.jpg
1426,2025-05-14,RESPONSIVE-MENU-PRO-4,49.00,Expresstech Systems,Responsive Menu Pro (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1426_responsive_menu_pro_2025-05-14_49_00.jpg
1429,2025-05-15,AI.FYXER.COM,60.00,unknown,AI Fyxer - AI audio enhancement for music (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1429_aifyxercom_2025-05-15_60_00.jpg
1430,2025-05-15,ELEMENTOR.COM,54.86,Elementor Ltd.,Elementor Pro - Website builder for Down Home sites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1430_elementor_ltd_2025-05-15_54_85.jpg
1437,2025-05-23,HUGGINGFACE,9.00,Hugging Face Inc,Hugging Face - AI/ML model hosting and development (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1437_hugging_face_inc_2025-05-22_9_00.jpg
1438,2025-05-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1438_anthropic_pbc_2025-05-23_21_94.jpg
4300,2025-05-26,TRUIST PLAZA PARKING,27.44,Trust Plaza,Parking - Truist Plaza venue meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4300_truist_plaza_parking_2025-05-26_27_44.png
1445,2025-05-30,EVERY STUDIO,5.00,Every Studio,Every Studio - Marketing graphics and social media design (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1445_every_studio_2025-05-30_5_00.jpg
1447,2025-05-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1447_midjourney_inc_2025-05-29_32_92.jpg
1451,2025-05-31,DASHLANE U* DASHLANE P,65.84,Dashlane,Dashlane - Password manager for security (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1451_dashlane_2025-05-31_65_84.jpg
1457,2025-06-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1457_expensify_2025-06-01_19_76.jpg
1461,2025-06-04,CORNER PUB,79.25,The Original Corner Pub,Corner Pub - Meeting with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1461_the_original_corner_pub_2025-06-04_79_25.jpg
152,2025-06-08,VZWRLSS*PRPAY AUTOPAY,20.00,Verizon,Verizon - Prepaid mobile hotspot autopay (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/152_n_a_2025-06-08_20_00.png
1469,2025-06-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1469_calendarbridge_2025-06-08_10_00.jpg
1473,2025-06-08,SPOTIFY USA,13.13,Spotify,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1473_spotify_2025-06-08_13_13.jpg
1479,2025-06-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1479_sourcegraph_inc_2024-10-13_9_00.jpg
1481,2025-06-13,TST*THE FLOWER KITCHEN,5.84,The Flower Kitchen,The Flower Kitchen - Coffee with Rachel Reynolds (WXNA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1481_the_flower_kitchen_2025-06-13_5_83.jpg
1483,2025-06-14,CLOUDFLARE,10.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1483_cloudflare_2025-05-14_10_00.jpg
1497,2025-06-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1497_anthropic_pbc_2025-06-23_21_94.jpg
1499,2025-06-24,HUGGINGFACE,9.00,Hugging Face Inc,Hugging Face - AI/ML model hosting and development (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1499_hugging_face_inc_2025-06-23_9_00.jpg
153,2025-06-27,PMC - PAID PARKING,32.32,PMC,Parking - Film TV meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/153_pmc_parking_2025-06-27_32_32.png
1509,2025-06-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1509_midjourney_inc_2025-06-29_32_92.jpg
1511,2025-07-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1511_expensify_2025-07-01_19_76.jpg
1517,2025-07-08,MONGODBCLOUD BRIANS...,37.67,MongoDB Atlas,MongoDB Atlas - Database hosting for Down Home apps (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1517_brian_s_org_mongodb_2025-03-28_37_67.jpg
1519,2025-07-08,SPOTIFY USA,13.13,Spotify,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1519_spotify_2025-08-08_13_13.jpg
1523,2025-07-11,EVERY STUDIO,5.00,Every Studio,Every Studio - Marketing graphics and social media design (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1523_every_studio_2025-07-11_5_00.jpg
1527,2025-07-14,CLOUDFLARE,10.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1527_cloudflare_2025-04-14_10_00.jpg
1535,2025-07-21,TST*LEMONGRASS SUSHI AND,75.56,Lemongrass Sushi and Thai,Lemongrass Sushi - Lunch with Dawn Gates (UMG Nashville),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1535_lemongrass_sushi_and_thai_2025-07-21_62_56.jpg
1537,2025-07-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1537_anthropic_pbc_2025-07-23_21_94.jpg
1539,2025-07-24,VZWRLSS*ETM SCT1456901,23.45,Verizon,Verizon - Prepaid mobile hotspot (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1539_verizon_wireless_2025-07-24_23_44.jpg
1541,2025-07-25,HUGGINGFACE,9.00,Hugging Face Inc,Hugging Face - AI/ML model hosting and development (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1541_huggingface_2025-07-25_9_00.jpg
4344,2025-07-27,APPLE.COM/BILL,37.95,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4344_apple_icloud____apple_one_bundle_2025-07-27_37_95.png
1547,2025-07-30,EVERY STUDIO,5.00,Every Studio,Every Studio - Marketing graphics and social media design (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1547_every_studio_2025-07-30_5_00.jpg
1549,2025-07-30,VZWRLSS*PREPAID PYMNT,20.00,Verizon,Verizon - Prepaid mobile hotspot (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1549_vzwrlssprepaid_pymnt_2025-07-30_20_00.jpg
1551,2025-08-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1551_expensify_inc_2025-08-01_19_76.jpg
1553,2025-08-02,MONGODBCLOUD BRIANS...,30.16,MongoDB Atlas,MongoDB Atlas - Database hosting for Down Home apps (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1553_mongodbcloud_brians_2025-08-02_30_16.jpg
1563,2025-08-08,SODEXO AT BELMONT UNIVER,49.25,Sodexo Belmont,Belmont University - Film/TV meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/inbox/fisher_pac_belmont_d643423ea89b.png
1565,2025-08-08,SPOTIFY USA,13.13,Spotify,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1565_spotify_usa_2025-08-08_13_13.jpg
1567,2025-08-09,PMC - PAID PARKING,40.39,PMC PARKING,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1567_pmc_paid_parking_2025-08-09_40_39.png
1571,2025-08-14,CLOUDFLARE,10.00,CLOUDFLARE,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1571_cloudflare_2025-08-14_10_00.jpg
1577,2025-08-16,DAVINCI AI,19.99,Davinci AI,DaVinci AI - Video editing tools (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1577_davinci_ai_2025-08-16_19_99.jpg
1581,2025-08-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/780_anthropic_pbc_2025-08-24_21_95.jpg
1585,2025-08-26,HUGGINGFACE,9.00,Hugging Face Inc,Hugging Face - AI/ML model hosting and development (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1585_huggingface_2025-08-26_9_00.jpg
4343,2025-08-27,APPLE.COM/BILL,37.95,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4343_apple_icloud____apple_one_bundle_2025-08-27_37_95.png
4348,2025-08-27,MIDJOURNEY INC.,32.93,Midjourney,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4348_midjourney_inc_2025-08-27_32_93.jpg
