Index,Date,Amount,Merchant,Category,Status,Attention,AI_Confidence,Receipt_Merchant,Receipt_Total,Receipt_Date,Receipt_URL,Notes
156,2024-08-30,$84.47,CHUY'S 110,Meals & Entertainment,good,VERIFIED (previous run),100%,Chuy's,84.47,2024-08-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chuys_110_2024-08-30_84_47.jpg,
157,2024-08-30,$16.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,16.99,2024-08-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-30_16_99.jpg,
158,2024-08-30,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,32.93,2024-08-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-30_32_93.jpg,
154,2024-08-29,$67.81,CHAR GREEN HILLS,Meals & Entertainment,good,VERIFIED (previous run),100%,Char-Nashville,67.81,2024-08-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-08-29_67_81_3.jpg,
155,2024-08-29,$9.29,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,PMC,9.29,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-29_9_29.jpg,
152,2024-08-28,$18.10,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,18.10,2024-08-28,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-28_18_1.jpg,
151,2024-08-28,$26.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,PMC,26.22,2024-08-28,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-28_26_22.jpg,
141,2024-08-27,$40.33,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple Services,40.33,2024-08-27,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-27_40_33.jpg,
143,2024-08-27,$418.98,SOUTHWES 5262554636372,Travel,good,VERIFIED (previous run),100%,Southwest,418.98,2024-09-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262554636372_2024-08-27_418_98.jpg,
138,2024-08-26,$19.99,IMDBPRO,Software & Subscriptions,good,VERIFIED (previous run),100%,"IMDb.com, Inc.",19.99,2024-08-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-08-26_19_99.jpg,
139,2024-08-26,$23.21,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),90%,PMC,23.21,2024-08-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-26_23_21_3.jpg,
140,2024-08-26,$24.91,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,24.91,2024-06-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-26_24_91.jpg,
136,2024-08-25,$50.00,ROSTR PRO,General,good,VERIFIED (previous run),100%,"ROSTR, Inc",50.00,2024-08-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-08-25_50_0.jpg,
134,2024-08-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),100%,Anthropic,21.95,2024-08-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-08-24_21_95.jpg,
135,2024-08-24,$7.63,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),,iTunes Store,16.41,2024-08-28,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.02.18 AM.png,
124,2024-08-23,$79.64,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,Corner Pub Green Hills,79.64,2024-08-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-08-23_79_64_3.jpg,
125,2024-08-23,$10.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,METROPOLIS,10.99,2024-08-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-23_10_99_3.jpg,
129,2024-08-23,$9.05,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,soho house nashville,9.05,2024-08-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-23_9_05.png,
120,2024-08-22,$174.56,LINKEDIN JOB 9849229796,General,good,VERIFIED (previous run),100%,LinkedIn Corporation,174.56,2024-08-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/linkedin_job_9849229796_2024-08-22_174_56.jpg,
121,2024-08-22,$22.51,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,PMC,22.51,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_22_51_3.jpg,
122,2024-08-22,$29.28,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),80%,PMC,29.28,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_29_28_3.jpg,
117,2024-08-21,$38.03,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),80%,PMC,38.03,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-21_38_03_3.jpg,
112,2024-08-20,$27.42,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis Parking,27.42,2025-07-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-20_27_42_3.jpg,
113,2024-08-20,$10.26,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),100%,PARK HAPPY LLC,10.26,2024-08-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-20_10_26.jpg,
114,2024-08-20,$23.21,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC - PAID PARKING,23.21,2024-08-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-20_23_21_3.jpg,
115,2024-08-20,$28.39,TST*PANCHO AND LEFTYS CA,Meals & Entertainment,good,VERIFIED (previous run),100%,Pancho Leftys,28.39,2024-08-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstpancho_and_leftys_ca_2024-08-20_28_39_3.jpg,
109,2024-08-19,$51.70,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,51.70,2024-08-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_51_7.jpg,
110,2024-08-19,$47.82,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,47.82,2024-08-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_47_82.jpg,
111,2024-08-19,$31.02,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,Soho House Nashville,31.02,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_31_02.PNG,
106,2024-08-18,$31.50,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,31.50,2024-08-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-18_31_5.jpg,
107,2024-08-18,$78.00,TST*LOSERS - DOWNTOWN,Meals & Entertainment,good,VERIFIED (previous run),85%,Losers - Downtown,76.00,2024-08-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlosers_downtown_2024-08-18_78_0.jpg,
104,2024-08-17,$42.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,42.00,2024-08-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-17_42_0.jpg,
105,2024-08-17,$623.10,TM *PBR TEAMS,General,good,VERIFIED (previous run),100%,PBR: Nashville Stampede Days,623.10,2024-08-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tm_pbr_teams_2024-08-17_623_1.jpg,
98,2024-08-15,$76.81,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple,76.81,2024-08-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-15_76_81_3.jpg,
99,2024-08-15,$8.85,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),100%,PARK HAPPY LLC,8.85,2024-08-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-15_8_85.jpg,
100,2024-08-15,$74.97,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,74.97,2024-08-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-15_74_97.jpg,
92,2024-08-14,$5.00,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),90%,Cloudflare,5.00,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-08-14_5_0.jpg,
93,2024-08-14,$15.38,MAFIAOZAS,Meals & Entertainment,good,VERIFIED (previous run),80%,mafiaozas,14.15,2024-08-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mafiaozas_2024-08-14_15_38_3.jpg,
94,2024-08-14,$10.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,10.99,2024-08-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-14_10_99_3.jpg,
95,2024-08-14,$8.85,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),100%,PARK HAPPY LLC,8.85,2024-08-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-14_8_85.jpg,
97,2024-08-14,$27.14,SH NASHVILLE - OTHER,Meals & Entertainment,auto_approved,VERIFIED (previous run),100%,Soho House Nashville,14.22,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-14_27_14.jpg,
89,2024-08-13,$58.21,O-KU NASHVILLE,Meals & Entertainment,good,VERIFIED (previous run),75%,Soho House Nashville,58.16,2024-08-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/o_ku_nashville_2024-08-13_58_21.jpeg,
90,2024-08-13,$44.32,OPTIMIST NASHVILLE,Meals & Entertainment,good,VERIFIED (previous run),100%,Char-Nashville,43.60,2024-07-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/optimist_nashville_2024-08-13_44_32_3.jpg,
91,2024-08-13,$896.44,OPTIMIST NASHVILLE,Meals & Entertainment,good,VERIFIED (previous run),100%,OPTIMIST NASHVILLE,896.44,2024-08-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/optimist_nashville_2024-08-13_896_44_3.jpg,
86,2024-08-11,$17.55,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),80%,App Store,17.55,2024-07-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-11_17_55_3.jpg,
87,2024-08-11,$288.00,SUNO INC.,General,good,VERIFIED (previous run),80%,Suno,288.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/suno_inc_2024-08-11_288_0.jpg,
82,2024-08-10,$17.52,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,APPLE.COM/BILL,17.52,2024-08-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-10_17_52.jpg,
83,2024-08-10,$119.34,DD *DOORDASH EDLEYSBAR,Meals & Entertainment,good,VERIFIED (previous run),100%,Edley's Bar-B-Que,119.34,2024-08-09,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_edleysbar_2024-08-10_119_34_3.jpg,
85,2024-08-10,$10.98,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,10.98,2024-08-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-10_10_98_3.jpg,
84,2024-08-10,$94.10,DD *DOORDASH JIMNNICKS,Meals & Entertainment,good,VERIFIED (previous run),100%,10/11/25.12.59AM,94.10,2010-11-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_jimnnicks_2024-08-10_94_1.jpg,
81,2024-08-09,$163.77,TST*GREEN HILLS GRILLE,Meals & Entertainment,good,VERIFIED (previous run),100%,Green Hills Grille,163.77,2024-08-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-08-09_163_77_3.png,
78,2024-08-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2024-08-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-08-08_10_0.jpg,$10.00 at CALENDARBRIDGE on 2024-08-08 · categorized as Down Home
79,2024-08-08,$38.03,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),90%,PMC,38.03,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-08_38_03_3.jpg,
80,2024-08-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),100%,Spotify USA Inc.,13.13,2024-08-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-08-08_13_13_3.jpg,
75,2024-08-06,$82.32,DISCO,General,good,VERIFIED (previous run),,DISCO,82.32,2024-08-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.56.42 PM.png,
77,2024-08-06,$84.20,TST*HOMEGROWN TAPROOM &AMP;,Meals & Entertainment,good,VERIFIED (previous run),100%,Homegrown Taproom & Kitchen,84.20,2024-06-24,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthomegrown_taproom_amp_2024-08-06_84_2.jpg,
802,2024-08-06,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,21.00,2024-08-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-06_21_00.jpg,
816,2024-08-06,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,21.00,2024-08-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-06_21_0.jpg,
71,2024-08-05,$9.05,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),70%,Soho House Nashville,9.05,2024-08-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_9_05.png,
72,2024-08-05,$38.78,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,38.78,2024-08-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_38_78.jpg,"Expense Note: On August 5, 2024, a charge of $38.78 was incurred at Soho House Nashville, likely for a meal or meeting involving Brian Kaplan, Joel Bergvall, and Andrew Cohen. This expense is relevant"
73,2024-08-05,$58.16,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,58.16,2024-08-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_58_16.jpg,$58.16 at SH NASHVILLE - OTHER on 2024-08-05 · categorized as Down Home
74,2024-08-05,$53.98,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,53.98,2024-08-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-05_53_98.jpg,
70,2024-08-05,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),95%,metropolis,21.00,2024-08-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-05_21_0.jpg,
68,2024-08-03,$251.33,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple Store,251.33,2024-08-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-03_251_33_3.jpg,"On August 3, 2024, a charge of $251.33 from APPLE.COM/BILL represents subscription services or app purchases essential for enhancing Down Home's operational efficiency and digital presence. This inves"
66,2024-08-02,$39.52,TST*NADEENS HERMITAGE HA,Meals & Entertainment,good,VERIFIED (previous run),80%,TST*NADEENS HERMITAGE HA,39.52,2024-08-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstnadeens_hermitage_ha_2024-08-02_39_52.jpg,
62,2024-08-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2024-08-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-08-01_19_76_3.jpg,
63,2024-08-01,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,15.99,2024-08-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-01_15_99_3.jpg,
64,2024-08-01,$22.28,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),90%,Soho House Nashville,22.28,2024-08-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-01_22_28.jpg,
61,2024-07-31,$23.14,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,App Store,23.14,2024-07-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-31_23_14_3.png,No receipt needed (auto-marked)
59,2024-07-30,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,15.99,2024-07-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-30_15_99_3.jpg,
60,2024-07-30,$24.91,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),75%,Soho House Nashville,24.91,2024-07-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-30_24_91.jpg,Lunch at Soho House Nashville with Brian Kaplan for Down Home film/TV strategy and industry networking; expense is a best-guess match to the transaction.
58,2024-07-29,$8.00,PARKING MANAGEMENT CO.,Auto & Parking,good,VERIFIED (previous run),85%,1201 Garage,8.00,2024-07-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_management_co_2024-07-29_8_0.jpg,
57,2024-07-28,$11.00,CARTA NORTH GARAGE,Travel,good,VERIFIED (previous run),100%,FLASH CARTA North,11.00,2024-07-28,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/carta_north_garage_2024-07-28_11_00.jpg,
56,2024-07-27,$40.33,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple.com Services,40.33,2024-07-27,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-27_40_33.jpg,
53,2024-07-26,$19.99,IMDBPRO,Software & Subscriptions,good,VERIFIED (previous run),95%,"IMDb.com, Inc.",19.99,2024-10-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-07-26_19_99.jpg,
54,2024-07-26,$8.85,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),100%,Park Happy,8.85,2024-07-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-26_8_85.jpg,
55,2024-07-26,$9.05,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,9.05,2024-07-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-26_9_05.jpg,
49,2024-07-25,$43.60,CHAR GREEN HILLS,Meals & Entertainment,good,VERIFIED (previous run),70%,Char-Nashville,36.60,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-07-25_43_6.jpg,
50,2024-07-25,$8.85,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),100%,Park Happy LLC,8.85,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-25_8_85.jpg,
51,2024-07-25,$9.29,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC - PAID PARKING,9.29,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-25_9_29.jpg,
52,2024-07-25,$50.00,ROSTR PRO,General,good,VERIFIED (previous run),100%,"ROSTR, Inc",50.00,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-07-25_50_0.jpeg,
48,2024-07-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),80%,Claude Pro,21.95,2024-07-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-07-24_21_95.jpg,
46,2024-07-22,$8.15,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),,PARK HAPPY LLC,8.85,2024-07-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.00.52 AM.png,Parking for Meeting
44,2024-07-22,$54.86,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,APPLE.COM/BILL,54.86,2024-07-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-22_54_86.jpg,
42,2024-07-19,$1487.80,AUDREY - SEAN BROCK GROU,Meals & Entertainment,good,VERIFIED (previous run),80%,Audrey & June,1487.80,2024-07-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/audrey_sean_brock_grou_2024-07-19_1487_8.jpg,Dinner with Down Home and Large Group for Project Betty
35,2024-07-17,$17.55,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),90%,App Store,17.55,2024-07-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-17_17_55_3.jpg,No receipt needed (auto-marked)
37,2024-07-17,$94.22,DD *DOORDASH KALAMATAS,Meals & Entertainment,good,VERIFIED (previous run),90%,Kalamata's,94.22,2024-07-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_kalamatas_2024-07-17_94_22.jpg,
38,2024-07-17,$5.00,LAZ PARKING M32810,Auto & Parking,good,VERIFIED (previous run),100%,metropolis parking,5.10,2024-09-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32810_2024-07-17_5_0.jpg,
39,2024-07-17,$11.32,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis Parking,11.32,2024-07-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_11_32_3.jpg,
40,2024-07-17,$4.49,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,4.49,2024-07-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_4_49_3.jpg,
41,2024-07-17,$7.55,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis Parking,7.55,2024-07-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_7_55.jpg,
32,2024-07-15,$12.62,CLEAR *CLEARME.COM,General,good,VERIFIED (previous run),70%,CLEAR,12.62,2024-07-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-07-15_12_62.png,Annual Clear Membership for Travel
31,2024-07-14,$168.87,TST* IL FORNO PIZZERIA,Meals & Entertainment,good,VERIFIED (previous run),95%,il Forno Pizzeria,140.87,2024-07-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_il_forno_pizzeria_2024-07-14_168_87_3.jpg,
29,2024-07-14,$5.00,CLOUDFLARE,Software & Subscriptions,GOOD,VERIFIED (previous run),85%,Cloudflare,5.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-07-14_5_0.jpg,
801,2024-07-12,$9.29,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Vertis Commercial Garage,9.29,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-12_9_29.png,
815,2024-07-12,$9.29,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),80%,Vertis Commercial Garage,9.29,2024-07-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-12_9_29_2.png,
27,2024-07-10,$10.98,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,10.98,2024-07-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-07-10_10_98_3.jpg,
25,2024-07-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2024-07-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-07-08_10_0.jpg,
26,2024-07-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),85%,Spotify,13.13,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-07-08_13_13_3.jpg,
24,2024-07-06,$82.32,DISCO,General,good,VERIFIED (previous run),,DISCO,82.32,2024-07-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.55.22 PM.png,
22,2024-07-05,$21.94,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple,21.94,2024-07-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-05_21_94_3.jpg,No receipt needed (auto-marked)
18,2024-07-02,$24.56,SLIM &AMP; HUSKIES,Meals & Entertainment,good,VERIFIED (previous run),100%,Slim & Husky's,24.56,2024-07-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/slim_amp_huskies_2024-07-02_24_56.jpg,
