REF NO.,DATE,CATEGORY,CLIENT: PROJECT,FOREIGN AMOUNT,EXCHANGE RATE,CURRENCY,AMOUNT,DEPARTMENT,LINE OF BUSINESS,OFFICE,BILLABLE,MEMO,RECEIPT,ATTACH FILE,CORPORATE CARD,CARD HOLDER NUMBER
406,10/3/24,Company Meetings and Meals,,27.4,1,USD,27.4,CEO,Down Home : Music,,,Hearts Cafe Nashville - Coffee with Dawn Gates (UMG Nashville),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/734_hearts_cafe_2024-10-03_27_39.jpg,,
407,10/3/24,DH: Travel Costs - Gas/Rental Car,,20.76,1,USD,20.76,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/999_pmc_parking_2024-10-03_20_76.png,,
408,10/1/24,Software subscriptions,,19.76,1,USD,19.76,CEO,,,,Expensify - Expense tracking and reporting (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/728_expensify_2024-10-02_19_76.jpg,,
409,10/1/24,Company Meetings and Meals,,61.0,1,USD,61.0,CEO,,,,"Greenhouse Bar - Lunch with Rachel, Kevin Sabbe",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/729_the_greenhouse_2024-09-30_61_00.jpg,,
410,10/1/24,Company Meetings and Meals,,10.49,1,USD,10.49,CEO,,,,"Bongo Java - Coffee with Michael (Producer, 911 Nashville)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/730_bongo_java_belmont_2024-10-01_10_49.jpg,,
411,10/1/24,Company Meetings and Meals,,2640.0,1,USD,2640.0,CEO,,,,Soho House Nashville - Annual membership renewal,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4289_soho_house_membership_2024-10-01_2640_00.jpg,,
412,9/30/24,Software subscriptions,,50.0,1,USD,50.0,CEO,,,,Ada AI - AI conversation platform (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/726_im_ada_ai_2024-09-30_50_00.png,,
413,9/30/24,Software subscriptions,,32.93,1,USD,32.93,CEO,,,,"Midjourney - Marketing, creative, pitch decks (Monthly)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/727_midjourney_inc_2024-09-29_32_92.jpg,,
414,9/28/24,Software subscriptions,,40.33,1,USD,40.33,CEO,,,,Apple - Apple One Monthly,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/725_apple_services_2024-07-27_40_32.jpg,,
415,9/28/24,Software subscriptions,,25.0,1,USD,25.0,CEO,,,,Ada AI - AI conversation platform (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1627_imadaai_2024-09-28_25_00.jpg,,
416,9/26/24,DH: Travel Costs - Gas/Rental Car,,8.85,1,USD,8.85,CEO,,,,Parking - During Film Festival,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/248_park_happy_2024-09-26_8_84.jpg,,
417,9/26/24,Software subscriptions,,19.99,1,USD,19.99,CEO,,,,IMDb Pro - Film/TV industry database (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/722_imdb_com_inc_2024-09-26_19_98.jpg,,
418,9/26/24,Company Meetings and Meals,,14.22,1,USD,14.22,CEO,,,,Soho House Nashville - During Film Festival,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/724_soho_house_nashville_2024-09-26_14_22.jpg,,
419,9/25/24,DH: Travel Costs - Gas/Rental Car,,26.22,1,USD,26.22,CEO,,,,Parking - Film Festival Soho,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/141_pmc_parking_2024-09-25_26_21.png,,
420,9/25/24,DH: Travel Costs - Gas/Rental Car,,5.18,1,USD,5.18,CEO,,,,LAZ Parking - YouTube Soho meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/718_lazgo_2024-09-25_5_17.jpg,,
421,9/25/24,Company Meetings and Meals,PROJ299 Music City Rodeo,224.64,1,USD,224.64,CEO,,,,"Soho House - Meeting with Bill Stapleton, Tim Staples (Shareability), Pat Humes, Jason Ross (Down Home)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/720_soho_house_nashville_2023-09-25_224_63.jpg,,
422,9/25/24,Company Meetings and Meals,,20.0,1,USD,20.0,CEO,,,,Gateway to Nashville - Business expense - Missing Receipt,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/721_missing_receipt_form.png,,
423,9/24/24,Software subscriptions,,21.95,1,USD,21.95,CEO,,,,Claude AI - AI assistant for content creation and coding (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/715_anthropic_2024-09-23_21_94.jpg,,
424,9/24/24,Company Meetings and Meals,,689.59,1,USD,689.59,CEO,,,,"Soho House - Dinner with Jelly Roll (Artist), Jon (manager), Alex",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/716_soho_house_nashville_2024-09-24_689_59.jpg,,
425,9/21/24,DH: Travel Costs - Gas/Rental Car,,5.6,1,USD,5.6,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/711_201_belcourt_lot_2024-09-21_5_59.jpg,,
426,9/20/24,DH: Travel Costs - Gas/Rental Car,,26.25,1,USD,26.25,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/235_metropolis_2024-09-19_26_25.jpg,,
427,9/19/24,Company Meetings and Meals,,14.09,1,USD,14.09,CEO,,,,Americano Lounge - Coffee with Dan Rowe and Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/706_americano_lounge_2024-09-19_14_08.png,,
428,9/19/24,Company Meetings and Meals,,11.63,1,USD,11.63,CEO,,,,Soho House Nashville - Coffee with Rachel for Festival planning,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/708_soho_house_nashville_2024-09-19_11_63.jpg,,
429,9/19/24,Company Meetings and Meals,,38.78,1,USD,38.78,CEO,,,,Soho House Nashville - Coffee with Mandy Goenner (Taillight),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/709_soho_house_nashville_2024-09-19_38_78.jpg,,
430,9/18/24,DH: Travel Costs - Gas/Rental Car,,10.99,1,USD,10.99,CEO,,,,Parking - Meeting with Randy Bernard,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/704_metropolis_2024-09-17_10_99.jpg,,
431,9/18/24,Company Meetings and Meals,,71.09,1,USD,71.09,CEO,,,,Soho House Nashville - Dinner with Randy Bernard,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/705_soho_house_nashville_2024-09-18_71_09.jpg,,
432,9/18/24,DH: Travel Costs - Gas/Rental Car,,29.22,1,USD,29.22,CEO,,,,Parking - Meeting with Randy Bernard,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/971_pmc_paid_parking_2024-09-18_29_21.png,,
433,9/17/24,DH: Travel Costs - Cab/Uber/Bus Fare,,38.79,1,USD,38.79,CEO,,,,Uber to dinner in Nashville - industry networking,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/703_uber_2024-09-16_38_78.jpg,,
434,9/16/24,DH: Travel Costs - Gas/Rental Car,,26.22,1,USD,26.22,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/140_stoppingby_2024-09-16_26_21.png,,
435,9/16/24,DH: Travel Costs - Gas/Rental Car,,17.88,1,USD,17.88,CEO,,,,Parking - Meeting with Dan Rowe,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/696_metropolis_parking_2024-09-16_17_87.jpg,,
436,9/16/24,DH: Travel Costs - Gas/Rental Car,,38.24,1,USD,38.24,CEO,,,,Parking - Meeting with Dan Rowe,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/697_truist_plaza_2024-09-16_38_24.jpg,,
437,9/16/24,Company Meetings and Meals,,40.07,1,USD,40.07,CEO,,,,Soho House Nashville - Coffee with Dan Rowe,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/700_soho_house_nashville_2024-09-16_40_07.jpg,,
438,9/16/24,Company Meetings and Meals,,144.06,1,USD,144.06,CEO,,,,Martins BBQ - Lunch with Dan Rowe,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/701_martin_s_bar_b_que_joint_2024-09-16_144_06.jpg,,
439,9/15/24,Software subscriptions,,76.81,1,USD,76.81,CEO,,,,Apple - LinkedIn Premium Business (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/692_apple_com_bill_2024-08-15_76_81.jpg,,
440,9/15/24,Software subscriptions,,77.89,1,USD,77.89,CEO,,,,"Apple - Contacts App, Fantastical & Flighty Pro (Annual)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/693_apple_com_2024-09-14_77_89.jpg,,
441,9/15/24,Software subscriptions,,69.99,1,USD,69.99,CEO,Down Home : Music,,,Apple - Apple Music Annual,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4330_apple_apple_music_annual_2024-09-15_69_99.png,,
442,9/15/24,Software subscriptions,,15.99,1,USD,15.99,CEO,Down Home : Music,,,Apple - Apple Music Individual (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4334_apple_apple_music_individual_2024-09-15_15_99.png,,
443,9/14/24,Software subscriptions,,5.0,1,USD,5.0,CEO,,,,Cloudflare - CDN and DNS for Down Home websites (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/691_cloudflare_2025-01-14_5_00.jpg,,
444,9/13/24,DH: Travel Costs - Hotel/Lodging,PROJ299 Music City Rodeo,313.01,1,USD,313.01,CEO,,,,Golden Nugget Hotel Las Vegas - Area 15 meetings,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/689_golden_nugget_las_vegas_2024-09-12_313_00.png,,
445,9/12/24,Company Meetings and Meals,PROJ299 Music City Rodeo,27.22,1,USD,27.22,CEO,,,,GNLV The Grille - Las Vegas (Area 15 meetings),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/685_the_grille_las_vegas_2024-09-11_27_21.jpg,,
446,9/12/24,DH: Travel Costs - Cab/Uber/Bus Fare,PROJ299 Music City Rodeo,26.92,1,USD,26.92,CEO,,,,Uber around Las Vegas - Area 15 partnership meetings,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/686_uber_2024-09-11_26_92.jpg,,
447,9/12/24,DH: Travel Costs - Cab/Uber/Bus Fare,,55.53,1,USD,55.53,CEO,,,,Uber from San Diego Airport to La Jolla - SoCal meetings,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/687_uber_2024-09-11_55_53.jpg,,
448,9/12/24,DH: Travel Costs - Cab/Uber/Bus Fare,,41.98,1,USD,41.98,CEO,,,,Uber from La Jolla to San Diego Airport - returning from meetings,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/688_uber_2024-09-14_39_75.png,,
449,9/11/24,Company Meetings and Meals,PROJ299 Music City Rodeo,86.62,1,USD,86.62,CEO,,,,Cadillac Bar Las Vegas - Area 15 meetings,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/680_cadillac_bar_2024-09-10_86_62.jpg,,
450,9/11/24,Company Meetings and Meals,,20.66,1,USD,20.66,CEO,,,,Pyramids Cafe Airport - Travel meal,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/683_pyramids_caf_airport_2024-09-10_20_66.jpg,,
451,9/11/24,DH: Travel Costs - Cab/Uber/Bus Fare,PROJ299 Music City Rodeo,44.78,1,USD,44.78,CEO,,,,Uber around Las Vegas - Area 15/Meow Wolf site visit,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/684_uber_2024-09-10_44_78.jpg,,
452,9/11/24,Company Meetings and Meals,PROJ299 Music City Rodeo,40.0,1,USD,40.0,CEO,,,,Flight upgrade - Las Vegas,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/947_swa_upgboard5264253430990_2024-09-11_40_00.jpg,,
453,9/11/24,Company Meetings and Meals,PROJ299 Music City Rodeo,40.0,1,USD,40.0,CEO,,,,Boarding upgrade - Las Vegas,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/948_swa_upgboard5264253431024_2024-09-11_40_00.jpg,,
454,9/11/24,Software subscriptions,,24.99,1,USD,24.99,CEO,,,,Apple - Apple Developer Program (Annual),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4338_apple_apple_developer_program__month_2024-09-11_24_99.png,,
455,9/10/24,Company Meetings and Meals,PROJ299 Music City Rodeo,43.5,1,USD,43.5,CEO,Down Home : Brand Ventures,,,Binions Las Vegas - NFR dinner,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/678_front_bar_binions_gambling_hal_2024-09-10_36_50.jpg,,
456,9/10/24,Company Meetings and Meals,,69.9,1,USD,69.9,CEO,,,,Del Friscos Brentwood - Dinner with Sean Swarner - Missing Receipt,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/942_missing_receipt_form.png,,
457,9/9/24,Software subscriptions,,79.0,1,USD,79.0,CEO,,,,Apple - PLAUD AI Voice Recorder Pro (Annual),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/671_apple_com_bill_2024-09-08_93_26.jpg,,
458,9/9/24,DH: Travel Costs - Gas/Rental Car,,7.55,1,USD,7.55,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/672_metropolis_2024-09-09_7_54.jpg,,
459,9/8/24,Company Meetings and Meals,,318.0,1,USD,318.0,CEO,,,,TSA CLEAR - Expedited airport security,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/139_clear_2024-09-08_318_00.png,,
460,9/8/24,Software subscriptions,,10.0,1,USD,10.0,CEO,,,,CalendarBridge - Calendar sync across accounts (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/666_calendarbridge_2024-09-08_10_00.jpg,,
461,9/8/24,Software subscriptions,,13.13,1,USD,13.13,CEO,Down Home : Music,,,Spotify Premium - Music research and industry tracking (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/670_spotify_usa_inc_2024-09-08_13_13.jpg,,
462,9/7/24,DH: Travel Costs - Hotel/Lodging,PROJ299 Music City Rodeo,100.57,1,USD,100.57,CEO,,,,Golden Nugget Las Vegas - Hotel restaurant,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/182_golden_nugget_las_vegas_2024-09-10_100_56.jpg,,
463,9/7/24,Software subscriptions,,10.96,1,USD,10.96,CEO,,,,Apple - Textastic Code Editor (One-time),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/660_apple_com_2024-09-06_10_96.jpg,,
464,9/7/24,DH: Travel Costs - Gas/Rental Car,,26.25,1,USD,26.25,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/662_metropolis_2024-09-06_26_25.jpg,,
465,9/6/24,Software subscriptions,,10.96,1,USD,10.96,CEO,,,,Apple - Textastic Code Editor (One-time),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/654_apple_com_bill_2024-09-06_10_96.jpg,,
466,9/6/24,Company Meetings and Meals,,40.07,1,USD,40.07,CEO,,,,Soho House Nashville - Meeting with Brian Thurman (Taillight),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/657_soho_house_nashville_2024-09-06_40_07.jpg,,
467,9/6/24,Company Meetings and Meals,,24.56,1,USD,24.56,CEO,,,,Soho House Nashville - Coffee with Mandy Goenner (Taillight),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/658_soho_house_nashville_2024-09-06_24_55.jpg,,
468,9/5/24,DH: Travel Costs - Gas/Rental Car,,21.0,1,USD,21.0,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/138_metropolis_2024-09-05_21_00.jpg,,
469,9/5/24,DH: Travel Costs - Gas/Rental Car,,10.99,1,USD,10.99,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/651_metropolis_2024-09-05_10_99.jpg,,
470,9/5/24,Company Meetings and Meals,,100.82,1,USD,100.82,CEO,,,,Soho House Nashville - Meeting with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/652_soho_house_nashville_2024-09-05_100_81.jpg,,
471,9/4/24,Company Meetings and Meals,,59.16,1,USD,59.16,CEO,,,,"12 South Taproom - Team dinner with Rachel, Kevin Sabbe",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/134_12_south_taproom_2024-09-04_49_15.jpg,,
472,9/4/24,Company Meetings and Meals,,39.78,1,USD,39.78,CEO,,,,Corner Pub - Lunch with Scott Siman (Em.co) and Dallas Jackson,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/135_corner_pub_green_hills_2024-09-04_39_78.jpg,,
473,9/4/24,Company Meetings and Meals,,45.15,1,USD,45.15,CEO,,,,Corner Pub - Lunch with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/136_corner_pub_green_hills_2024-09-04_37_14.jpg,,
474,9/4/24,Company Meetings and Meals,,5.46,1,USD,5.46,CEO,Down Home : Music,,,Well Coffeehouse - Coffee with Tyler Stevens (Kinwoven),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/137_the_well_coffeehouse_2024-09-04_5_46.jpg,,
475,9/4/24,DH: Travel Costs - Gas/Rental Car,,24.59,1,USD,24.59,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/911_pmc_parking_2024-09-04_24_58.png,,
476,9/3/24,DH: Travel Costs - Gas/Rental Car,,17.88,1,USD,17.88,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/132_metropolis_2024-09-03_17_87.jpg,,
477,9/3/24,Company Meetings and Meals,,24.17,1,USD,24.17,CEO,,,,High Point Coffee - Coffee with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/133_amazon_2024-09-03_24_12.png,,
478,9/1/24,Software subscriptions,,19.76,1,USD,19.76,CEO,,,,Expensify - Expense tracking and reporting (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/130_expensify_2024-09-01_19_76.jpeg,,
479,8/31/24,Software subscriptions,,19.99,1,USD,19.99,CEO,,,,Apple - ChatGPT Plus (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/129_apple_com_bill_2024-10-03_23_14.jpg,,
480,8/30/24,Company Meetings and Meals,,84.47,1,USD,84.47,CEO,,,,"Chuys - Dinner with Rachel, Alix Colby Teppel",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/126_chuy_s_2024-08-30_84_46.jpg,,
481,8/30/24,DH: Travel Costs - Gas/Rental Car,,16.99,1,USD,16.99,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/127_metropolis_2024-08-29_16_98.jpg,,
482,8/30/24,Software subscriptions,,32.93,1,USD,32.93,CEO,,,,"Midjourney - Marketing, creative, pitch decks (Monthly)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/128_midjourney_inc_2024-08-29_32_92.jpg,,
483,8/29/24,Company Meetings and Meals,,67.81,1,USD,67.81,CEO,,,,Char Nashville - Lunch with Jimmy Wheeler (State of TN),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/124_char_nashville_2024-08-29_67_81.jpg,,
484,8/29/24,DH: Travel Costs - Gas/Rental Car,,9.29,1,USD,9.29,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/125_pmc_2024-07-25_9_28.jpg,,
485,8/28/24,Company Meetings and Meals,,18.1,1,USD,18.1,CEO,,,,Soho House Nashville - Meeting with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/122_soho_house_nashville_2024-08-28_18_10.jpg,,
486,8/28/24,DH: Travel Costs - Gas/Rental Car,,26.22,1,USD,26.22,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/632_pmc_2024-08-28_26_21.jpg,,
487,8/27/24,Software subscriptions,,40.33,1,USD,40.33,CEO,,,,Apple - Apple One Monthly,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/115_apple_services_2024-08-27_40_32.jpg,,
488,8/27/24,DH: Travel Costs - Flights,,418.98,1,USD,418.98,CEO,,,,Southwest Airlines - Business flight,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/116_southwest_2024-09-10_418_98.jpg,,
489,8/26/24,Software subscriptions,,19.99,1,USD,19.99,CEO,,,,IMDb Pro - Film/TV industry database (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/112_imdb_com_inc_2024-08-26_19_98.jpg,,
490,8/26/24,DH: Travel Costs - Gas/Rental Car,,23.21,1,USD,23.21,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/113_pmc_2024-08-20_23_21.jpg,,
491,8/26/24,Company Meetings and Meals,,24.91,1,USD,24.91,CEO,Down Home : Music,,,Soho House Nashville - Meeting with Ben Kline (Red Light Management),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/114_soho_house_nashville_2024-06-26_24_91.jpg,,
492,8/25/24,Software subscriptions,,50.0,1,USD,50.0,CEO,Down Home : Music,,,Rostr Pro - Music industry CRM and contacts (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/111_rostr_inc_2024-08-25_50_00.jpg,,
493,8/24/24,Software subscriptions,,21.95,1,USD,21.95,CEO,,,,Claude AI - AI assistant for content creation and coding (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/110_anthropic_2024-08-23_21_94.jpg,,
494,8/24/24,DH: Travel Costs - Gas/Rental Car,,7.63,1,USD,7.63,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/616_itunes_store_2024-08-28_16_41.png,,
495,8/23/24,Company Meetings and Meals,,79.64,1,USD,79.64,CEO,,,,Corner Pub - Lunch with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/102_corner_pub_green_hills_2024-08-23_79_64.jpg,,
496,8/23/24,DH: Travel Costs - Gas/Rental Car,,10.99,1,USD,10.99,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/103_metropolis_2024-08-23_10_99.jpg,,
497,8/23/24,Company Meetings and Meals,,9.05,1,USD,9.05,CEO,,,,Soho House Nashville - Meeting with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/107_soho_house_nashville_2024-08-05_9_05.png,,
498,8/22/24,Company Meetings and Meals,,174.56,1,USD,174.56,CEO,,,,LinkedIn - Job posting for Down Home position,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/98_linkedin_corporation_2024-08-22_174_56.jpg,,
499,8/22/24,DH: Travel Costs - Gas/Rental Car,,22.51,1,USD,22.51,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/99_pmc_2024-08-22_22_51.jpg,,
500,8/22/24,DH: Travel Costs - Gas/Rental Car,,29.28,1,USD,29.28,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/100_pmc_2024-08-22_29_28.jpg,,
501,8/21/24,DH: Travel Costs - Gas/Rental Car,,38.03,1,USD,38.03,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/95_pmc_2024-08-21_38_03.jpg,,
502,8/20/24,DH: Travel Costs - Gas/Rental Car,,27.42,1,USD,27.42,CEO,,,,Parking - Meeting with Jason Ross (Down Home),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/91_metropolis_parking_2025-07-21_27_42.jpg,,
503,8/20/24,DH: Travel Costs - Gas/Rental Car,,10.26,1,USD,10.26,CEO,,,,Parking - Meeting with Jason Ross (Down Home),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/92_park_happy_llc_2024-08-20_10_25.jpg,,
504,8/20/24,DH: Travel Costs - Gas/Rental Car,,23.21,1,USD,23.21,CEO,,,,Parking - Meeting with Jason Ross (Down Home),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/93_pmc_paid_parking_2024-08-20_23_21.jpg,,
505,8/20/24,Company Meetings and Meals,,28.39,1,USD,28.39,CEO,,,,Pancho & Leftys - Jigsaw Partners dinner,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/94_pancho_leftys_2024-08-20_28_39.jpg,,
506,8/19/24,Company Meetings and Meals,,51.7,1,USD,51.7,CEO,,,,Soho House Nashville - Kate style roadmap meeting with Rachel,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/89_soho_house_nashville_2024-08-19_51_70.jpg,,
507,8/19/24,Company Meetings and Meals,,47.82,1,USD,47.82,CEO,,,,Kate Style Roadmap - Lunch with Rachel,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/90_soho_house_nashville_2024-08-19_47_82.jpg,,
508,8/19/24,Company Meetings and Meals,,31.02,1,USD,31.02,CEO,,,,Soho House Nashville - Kate style roadmap meeting with Rachel,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/592_soho_house_nashville_2024-08-19_31_01.png,,
509,8/18/24,DH: Travel Costs - Gas/Rental Car,,31.5,1,USD,31.5,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/86_metropolis_2024-08-18_31_50.jpg,,
